feature,zafra_norm,split,category_value,rows,actual_tch_sum,pred_tch_sum,tch_sum_diff,tch_sum_pct_diff,actual_tch_mean,pred_tch_mean,tch_bias,tch_mae,tch_rmse,is_anomaly_zafra
prod_no_corte,2023_2024,validation,2,1168,121586.39000000001,135623.81419691723,14037.424196917214,0.11545226564352484,104.09793664383562,116.11627927818256,12.018342634346961,17.078113303128113,20.950772013571925,True
prod_no_corte,2023_2024,validation,3,1130,118474.2,129305.0077844791,10830.807784479097,0.09141912572086663,104.84442477876107,114.42921042874256,9.58478564998151,14.653900863055705,18.311765550046463,True
prod_no_corte,2023_2024,validation,1,1077,114526.06,124593.16531601401,10067.105316014015,0.0879023107580407,106.33803156917362,115.68539026556547,9.347358696391831,16.202037892364793,20.4217924490625,True
prod_no_corte,2023_2024,validation,4,790,79697.43,88266.20305485735,8568.77305485736,0.10751630328427605,100.88282278481012,111.72937095551563,10.846548170705496,16.84382432732623,20.674421258014462,True
prod_no_corte,2023_2024,validation,5,672,65567.23999999999,71748.40807213829,6181.168072138302,0.0942722016686733,97.57029761904761,106.76846439306294,9.198166774015311,15.839941584320131,19.57352547028645,True
prod_no_corte,2023_2024,validation,6,574,57014.990000000005,61520.512726926594,4505.522726926589,0.0790234765791696,99.32925087108015,107.17859360091741,7.849342729837274,16.708305993734662,20.60759493679777,True
prod_no_corte,2023_2024,validation,7,333,32424.590000000004,35249.147163788715,2824.5571637887115,0.08711157685536536,97.37114114114115,105.8532947861523,8.482153645011161,15.647572497950653,19.79279475229904,True
prod_no_corte,2023_2024,validation,8,185,17460.300000000003,19789.680378194083,2329.3803781940805,0.1334101005248524,94.38000000000001,106.97124528753558,12.591245287535584,17.346503361071516,21.450219459658005,True
prod_no_corte,2023_2024,validation,10,139,12934.670000000002,14012.156798604468,1077.4867986044665,0.08330222561568763,93.05517985611512,100.80688344319762,7.751703587082509,13.655249326802926,17.29716369658254,True
prod_no_corte,2023_2024,validation,9,132,12216.85,13835.307092433814,1618.4570924338132,0.13247744651312024,92.55189393939395,104.81293251843798,12.261038579044039,16.07313854155368,19.52951626055383,True
prod_no_corte,2023_2024,validation,11,2,214.97,232.09650690354977,17.126506903549767,0.07966928828929509,107.485,116.04825345177488,8.563253451774886,19.97844977054983,21.736323629209174,True
prod_variedad,2023_2024,validation,CG02-163,2564,274042.31999999995,298413.36458619864,24371.044586198695,0.0889316824722499,106.88078003120123,116.3858676233224,9.505087592121157,15.735350295674614,19.723294623945968,True
prod_variedad,2023_2024,validation,CP72-2086,1012,102230.63,114808.45907396116,12577.829073961155,0.12303386053633,101.0184090909091,113.44709394660194,12.428684855692849,17.033205363886786,20.90375845963819,True
prod_variedad,2023_2024,validation,CP73-1547,506,54442.82,57099.764254248854,2656.944254248854,0.048802473021214814,107.59450592885375,112.84538390167758,5.2508779728238215,13.708949270309297,17.45956769510019,True
prod_variedad,2023_2024,validation,RB845210,441,39433.71000000001,45576.933341378695,6143.223341378689,0.1557860861019338,89.41884353741499,103.34905519587005,13.930211658455091,17.55465065411704,21.01454295611051,True
prod_variedad,2023_2024,validation,VARIAS,348,32831.189999999995,37068.24775228192,4237.057752281922,0.1290558688942412,94.34249999999999,106.51795331115494,12.175453311154929,18.167792981647814,21.927628198320026,True
prod_variedad,2023_2024,validation,CGMEX10-26315,209,20627.25,22324.05432823614,1696.8043282361396,0.0822603269091197,98.69497607655502,106.81365707290018,8.118680996345168,16.112334249784656,20.777743335770076,True
prod_variedad,2023_2024,validation,CG00-102,167,17567.379999999997,19093.439455268817,1526.0594552688199,0.08686892725430999,105.19389221556885,114.33197278604082,9.138080570471958,14.71412808721474,17.444171287198817,True
prod_variedad,2023_2024,validation,CG98-78,155,13598.44,15518.43114192212,1919.991141922119,0.1411920148136197,87.73187096774194,100.11891059304592,12.387039625303984,16.585906159656965,20.50465438124499,True
prod_variedad,2023_2024,validation,CG04-10295,145,15966.369999999999,17130.2608088275,1163.890808827502,0.07289639466124749,110.11289655172413,118.13972971605173,8.026833164327574,15.822814339411915,19.5828797608085,True
prod_variedad,2023_2024,validation,CG03-025,119,10142.11,11129.49685651171,987.38685651171,0.09735517131166098,85.22781512605043,93.52518366816564,8.29736854211525,12.658155963800468,15.910006569996598,True
prod_variedad,2023_2024,validation,CG98-46,94,9508.640000000001,10019.23306973897,510.59306973896855,0.053697802181907034,101.15574468085107,106.5875858482869,5.431841167435847,12.489510103676679,15.902711594246467,True
prod_variedad,2023_2024,validation,CG04-0587,74,7856.700000000001,8555.216675360638,698.5166753606372,0.08890713344796634,106.17162162162163,115.61103615352214,9.439414531900512,17.319302255966303,21.739794807103735,True
prod_variedad,2023_2024,validation,SP80-1842,55,5677.000000000001,5600.779976638019,-76.22002336198148,-0.013426109452524478,103.21818181818183,101.83236321160035,-1.3858186065814906,17.46368034878801,21.12118621625859,True
prod_variedad,2023_2024,validation,CG04-10267,51,4505.91,5069.909958737942,563.9999587379425,0.12516893562852843,88.35117647058823,99.40999919094004,11.058822720351793,13.786847137207161,16.286508578542932,True
prod_variedad,2023_2024,validation,CG10-044124,51,5286.580000000001,6107.710338149037,821.1303381490361,0.15532354341540958,103.65843137254903,119.7590262382164,16.100594865667397,19.25344090532621,22.61871432617218,True
prod_variedad,2023_2024,validation,CP88-1165,46,3656.46,4238.58960922142,582.1296092214197,0.15920579172790617,79.48826086956522,92.14325237437869,12.65499150481348,17.315815837216643,21.158756339463793,True
prod_variedad,2023_2024,validation,MEX79-431,30,2686.4500000000003,2611.313712268027,-75.13628773197343,-0.02796861573153173,89.54833333333335,87.04379040893423,-2.504542924399102,20.48133390424361,26.192808664592093,True
prod_variedad,2023_2024,validation,CG12-116,29,2814.59,3239.9171218400525,425.3271218400523,0.15111512576966887,97.0548275862069,111.72128006345008,14.666452477243194,22.305325166139166,27.10895658042366,True
prod_variedad,2023_2024,validation,SP71-6161,16,1238.6,1582.56953350934,343.9695335093402,0.27770832674740853,77.4125,98.91059584433376,21.498095844333758,24.384962393743404,28.921561352389833,True
prod_variedad,2023_2024,validation,CG03-138,13,1114.4399999999998,1370.4061435324636,255.96614353246378,0.22968140369375095,85.72615384615384,105.41585719480489,19.689703348651033,19.861215427233297,24.495986191586027,True
prod_variedad,2023_2024,validation,CG09-133119,11,1097.52,1251.4824686952552,153.9624686952552,0.14028215312272688,99.77454545454545,113.77113351775047,13.996588063205008,20.70717304021143,22.780926202527418,True
prod_variedad,2023_2024,validation,CG05-077440,9,856.5,993.3898360703357,136.88983607033572,0.15982467725666752,95.16666666666667,110.37664845225953,15.209981785592852,17.08278578525914,19.17962084351368,True
